date;code_insee_region;region;tmin;tmax;tmoy
18/11/2016;11;ÃŽle-de-France;7.08;10.92;9.0
18/11/2016;27;Bourgogne-Franche-ComtÃ©;7.82;12.8;10.31
18/11/2016;53;Bretagne;5.6;11.25;8.43
18/11/2016;44;Grand Est;6.81;12.27;9.54
18/11/2016;84;Auvergne-RhÃ´ne-Alpes;9.1;12.62;10.86
19/11/2016;32;Hauts-de-France;3.6;10.56;7.08
19/11/2016;27;Bourgogne-Franche-ComtÃ©;4.68;11.27;7.98
20/11/2016;94;Corse;9.45;19.95;14.7
20/11/2016;93;Provence-Alpes-CÃ´te d'Azur;5.35;15.63;10.49
20/11/2016;24;Centre-Val de Loire;7.57;14.95;11.26
20/11/2016;84;Auvergne-RhÃ´ne-Alpes;3.7;16.06;9.88
21/11/2016;93;Provence-Alpes-CÃ´te d'Azur;12.32;15.22;13.77
22/11/2016;53;Bretagne;4.95;11.52;8.24
23/11/2016;94;Corse;14.3;21.05;17.67
23/11/2016;44;Grand Est;5.84;11.74;8.79
23/11/2016;93;Provence-Alpes-CÃ´te d'Azur;14.25;19.08;16.67
23/11/2016;52;Pays de la Loire;5.9;13.0;9.45
23/11/2016;27;Bourgogne-Franche-ComtÃ©;7.2;12.73;9.97
24/11/2016;76;Occitanie;8.53;13.65;11.09
24/11/2016;52;Pays de la Loire;10.75;13.95;12.35
25/11/2016;93;Provence-Alpes-CÃ´te d'Azur;9.5;15.32;12.41
25/11/2016;94;Corse;11.0;18.1;14.55
25/11/2016;76;Occitanie;7.13;14.03;10.58
26/11/2016;75;Nouvelle-Aquitaine;2.39;11.3;6.84
26/11/2016;28;Normandie;6.94;8.88;7.91
26/11/2016;94;Corse;8.3;18.3;13.3
27/11/2016;52;Pays de la Loire;6.05;11.05;8.55
27/11/2016;76;Occitanie;6.45;16.2;11.33
28/11/2016;76;Occitanie;3.48;10.76;7.12
28/11/2016;27;Bourgogne-Franche-ComtÃ©;1.92;7.35;4.63
28/11/2016;11;ÃŽle-de-France;2.56;6.64;4.6
29/11/2016;11;ÃŽle-de-France;-2.04;4.32;1.14
29/11/2016;93;Provence-Alpes-CÃ´te d'Azur;6.23;11.95;9.09
29/11/2016;52;Pays de la Loire;-1.05;4.55;1.75
30/11/2016;84;Auvergne-RhÃ´ne-Alpes;-1.34;9.97;4.32
30/11/2016;27;Bourgogne-Franche-ComtÃ©;-4.98;8.07;1.54
01/12/2016;11;ÃŽle-de-France;-4.32;6.96;1.32
01/12/2016;75;Nouvelle-Aquitaine;1.42;12.8;7.11
01/12/2016;28;Normandie;-3.7;8.9;2.6
02/12/2016;27;Bourgogne-Franche-ComtÃ©;-4.63;5.6;0.48
02/12/2016;28;Normandie;0.06;7.4;3.73
02/12/2016;84;Auvergne-RhÃ´ne-Alpes;-2.33;4.35;1.01
03/12/2016;44;Grand Est;-1.05;5.22;2.09
03/12/2016;11;ÃŽle-de-France;2.74;6.7;4.72
03/12/2016;24;Centre-Val de Loire;1.15;6.47;3.81
03/12/2016;32;Hauts-de-France;1.36;5.48;3.42
03/12/2016;84;Auvergne-RhÃ´ne-Alpes;-1.54;5.93;2.2
04/12/2016;27;Bourgogne-Franche-ComtÃ©;-1.98;7.03;2.52
04/12/2016;84;Auvergne-RhÃ´ne-Alpes;-0.91;9.75;4.42
04/12/2016;32;Hauts-de-France;-2.18;3.98;0.9
04/12/2016;94;Corse;6.35;17.85;12.1
04/12/2016;11;ÃŽle-de-France;-1.6;5.18;1.79
05/12/2016;32;Hauts-de-France;-1.54;5.96;2.21
05/12/2016;93;Provence-Alpes-CÃ´te d'Azur;5.23;14.48;9.86
05/12/2016;27;Bourgogne-Franche-ComtÃ©;-2.62;8.57;2.97
05/12/2016;52;Pays de la Loire;3.4;13.6;8.5
05/12/2016;24;Centre-Val de Loire;1.18;12.93;7.06
06/12/2016;44;Grand Est;-3.49;3.74;0.12
06/12/2016;75;Nouvelle-Aquitaine;4.28;16.51;10.39
07/12/2016;24;Centre-Val de Loire;-0.38;11.53;5.58
08/12/2016;32;Hauts-de-France;3.04;10.2;6.62
08/12/2016;84;Auvergne-RhÃ´ne-Alpes;-2.38;12.73;5.17
08/12/2016;24;Centre-Val de Loire;-1.93;12.13;5.1
08/12/2016;28;Normandie;3.08;11.82;7.45
09/12/2016;24;Centre-Val de Loire;-0.65;12.1;5.72
10/12/2016;28;Normandie;3.22;11.7;7.46
10/12/2016;27;Bourgogne-Franche-ComtÃ©;-4.35;7.06;1.4
10/12/2016;32;Hauts-de-France;3.24;10.46;6.85
11/12/2016;94;Corse;10.35;18.3;14.32
11/12/2016;44;Grand Est;0.12;7.84;3.98
11/12/2016;75;Nouvelle-Aquitaine;1.06;10.77;5.91
12/12/2016;76;Occitanie;3.25;11.88;7.57
12/12/2016;32;Hauts-de-France;3.34;5.86;4.6
12/12/2016;44;Grand Est;1.26;6.7;3.98
12/12/2016;28;Normandie;1.64;8.38;5.01
12/12/2016;27;Bourgogne-Franche-ComtÃ©;-0.35;5.27;2.46
13/12/2016;32;Hauts-de-France;4.72;9.06;6.89
13/12/2016;28;Normandie;6.66;11.36;9.01
14/12/2016;93;Provence-Alpes-CÃ´te d'Azur;4.2;14.4;9.3
14/12/2016;11;ÃŽle-de-France;2.56;9.82;6.19
15/12/2016;24;Centre-Val de Loire;-2.12;8.75;3.32
15/12/2016;44;Grand Est;-1.08;5.96;2.44
15/12/2016;84;Auvergne-RhÃ´ne-Alpes;0.05;9.45;4.75
15/12/2016;32;Hauts-de-France;1.7;7.64;4.67
16/12/2016;28;Normandie;3.92;10.74;7.33
16/12/2016;32;Hauts-de-France;3.9;9.02;6.46
16/12/2016;27;Bourgogne-Franche-ComtÃ©;-0.97;8.6;3.82
16/12/2016;11;ÃŽle-de-France;4.8;10.86;7.83
16/12/2016;93;Provence-Alpes-CÃ´te d'Azur;7.57;13.95;10.76
18/12/2016;53;Bretagne;2.1;8.68;5.39
18/12/2016;28;Normandie;2.08;4.66;3.37
19/12/2016;75;Nouvelle-Aquitaine;0.14;5.0;2.57
19/12/2016;28;Normandie;2.16;5.64;3.9
19/12/2016;53;Bretagne;2.92;7.42;5.18
19/12/2016;93;Provence-Alpes-CÃ´te d'Azur;1.22;10.43;5.82
20/12/2016;32;Hauts-de-France;1.28;5.8;3.54
20/12/2016;75;Nouvelle-Aquitaine;1.92;5.38;3.65
20/12/2016;24;Centre-Val de Loire;0.67;5.33;3.0
21/12/2016;93;Provence-Alpes-CÃ´te d'Azur;7.7;13.8;10.75
21/12/2016;84;Auvergne-RhÃ´ne-Alpes;0.88;5.49;3.19
21/12/2016;75;Nouvelle-Aquitaine;-0.9;8.62;3.86
21/12/2016;11;ÃŽle-de-France;0.74;7.18;3.96
22/12/2016;75;Nouvelle-Aquitaine;3.99;10.03;7.01
22/12/2016;32;Hauts-de-France;5.1;7.84;6.47
22/12/2016;44;Grand Est;0.95;5.59;3.27
22/12/2016;28;Normandie;4.92;10.02;7.47
22/12/2016;93;Provence-Alpes-CÃ´te d'Azur;3.55;14.25;8.9
23/12/2016;11;ÃŽle-de-France;1.12;8.24;4.68
23/12/2016;76;Occitanie;5.58;13.47;9.53
23/12/2016;94;Corse;6.35;17.75;12.05
24/12/2016;24;Centre-Val de Loire;5.08;10.65;7.87
24/12/2016;93;Provence-Alpes-CÃ´te d'Azur;2.65;14.23;8.44
24/12/2016;32;Hauts-de-France;5.74;9.5;7.62
25/12/2016;11;ÃŽle-de-France;7.1;10.52;8.81
25/12/2016;32;Hauts-de-France;8.02;10.82;9.42
25/12/2016;53;Bretagne;8.4;12.15;10.28
25/12/2016;52;Pays de la Loire;6.45;12.75;9.6
26/12/2016;93;Provence-Alpes-CÃ´te d'Azur;4.57;13.57;9.07
26/12/2016;84;Auvergne-RhÃ´ne-Alpes;2.26;8.83;5.55
26/12/2016;44;Grand Est;3.98;10.54;7.26
26/12/2016;11;ÃŽle-de-France;7.28;11.28;9.28
28/12/2016;52;Pays de la Loire;1.15;8.8;4.97
28/12/2016;94;Corse;4.1;18.3;11.2
28/12/2016;93;Provence-Alpes-CÃ´te d'Azur;2.75;13.82;8.28
28/12/2016;84;Auvergne-RhÃ´ne-Alpes;-2.73;5.67;1.47
29/12/2016;76;Occitanie;-1.46;11.45;5.0
29/12/2016;32;Hauts-de-France;-2.46;1.66;-0.4
31/12/2016;94;Corse;2.7;15.05;8.88
31/12/2016;84;Auvergne-RhÃ´ne-Alpes;-3.73;3.84;0.05
31/12/2016;53;Bretagne;-1.88;4.45;1.29
01/01/2017;53;Bretagne;2.15;7.7;4.92
02/01/2017;11;ÃŽle-de-France;-1.12;1.98;0.43
03/01/2017;75;Nouvelle-Aquitaine;0.3;4.48;2.39
04/01/2017;27;Bourgogne-Franche-ComtÃ©;-2.63;1.8;-0.42
04/01/2017;84;Auvergne-RhÃ´ne-Alpes;-4.14;3.43;-0.35
05/01/2017;53;Bretagne;2.68;7.9;5.29
05/01/2017;27;Bourgogne-Franche-ComtÃ©;-1.12;2.67;0.78
05/01/2017;44;Grand Est;-1.84;3.24;0.7
06/01/2017;27;Bourgogne-Franche-ComtÃ©;-8.02;-0.42;-4.22
06/01/2017;52;Pays de la Loire;-4.15;2.65;-0.75
07/01/2017;28;Normandie;-1.48;6.82;2.67
07/01/2017;93;Provence-Alpes-CÃ´te d'Azur;-1.67;6.73;2.53
07/01/2017;11;ÃŽle-de-France;-5.32;3.64;-0.84
08/01/2017;93;Provence-Alpes-CÃ´te d'Azur;-0.2;9.63;4.72
08/01/2017;11;ÃŽle-de-France;0.26;7.22;3.74
08/01/2017;84;Auvergne-RhÃ´ne-Alpes;-3.13;2.71;-0.21
08/01/2017;27;Bourgogne-Franche-ComtÃ©;-2.15;1.75;-0.2
09/01/2017;44;Grand Est;-0.29;3.49;1.6
10/01/2017;94;Corse;2.9;11.1;7.0
10/01/2017;75;Nouvelle-Aquitaine;5.84;9.11;7.48
11/01/2017;75;Nouvelle-Aquitaine;5.84;11.69;8.77
11/01/2017;84;Auvergne-RhÃ´ne-Alpes;-0.24;6.08;2.92
11/01/2017;11;ÃŽle-de-France;4.36;10.42;7.39
11/01/2017;76;Occitanie;2.61;10.95;6.78
12/01/2017;24;Centre-Val de Loire;5.2;9.95;7.58
12/01/2017;84;Auvergne-RhÃ´ne-Alpes;2.45;9.95;6.2
13/01/2017;32;Hauts-de-France;0.8;4.96;2.88
13/01/2017;75;Nouvelle-Aquitaine;2.73;8.42;5.58
13/01/2017;94;Corse;6.65;13.85;10.25
15/01/2017;93;Provence-Alpes-CÃ´te d'Azur;0.42;7.28;3.85
15/01/2017;44;Grand Est;-1.59;2.09;0.25
16/01/2017;32;Hauts-de-France;-0.32;2.8;1.24
16/01/2017;44;Grand Est;-3.2;1.3;-0.95
16/01/2017;53;Bretagne;8.2;10.42;9.31
16/01/2017;75;Nouvelle-Aquitaine;4.0;8.94;6.47
16/01/2017;93;Provence-Alpes-CÃ´te d'Azur;-2.05;6.1;2.02
17/01/2017;75;Nouvelle-Aquitaine;-2.89;3.41;0.26
17/01/2017;28;Normandie;-2.06;2.72;0.33
17/01/2017;93;Provence-Alpes-CÃ´te d'Azur;-2.4;5.67;1.63
18/01/2017;75;Nouvelle-Aquitaine;-4.76;-0.06;-2.41
18/01/2017;84;Auvergne-RhÃ´ne-Alpes;-7.51;-1.19;-4.35
18/01/2017;53;Bretagne;-3.22;4.65;0.71
18/01/2017;76;Occitanie;-5.28;1.92;-1.68
19/01/2017;11;ÃŽle-de-France;-4.82;0.34;-2.24
19/01/2017;24;Centre-Val de Loire;-5.9;0.3;-2.8
19/01/2017;28;Normandie;-2.86;2.38;-0.24
20/01/2017;27;Bourgogne-Franche-ComtÃ©;-10.37;1.73;-4.32
20/01/2017;28;Normandie;-5.46;1.3;-2.08
21/01/2017;27;Bourgogne-Franche-ComtÃ©;-10.13;3.77;-3.18
21/01/2017;32;Hauts-de-France;-5.44;2.02;-1.71
21/01/2017;76;Occitanie;-1.56;11.6;5.02
22/01/2017;75;Nouvelle-Aquitaine;-2.16;6.8;2.32
22/01/2017;24;Centre-Val de Loire;-6.4;4.8;-0.8
22/01/2017;76;Occitanie;-0.85;6.75;2.95
23/01/2017;75;Nouvelle-Aquitaine;-1.91;9.18;3.63
23/01/2017;76;Occitanie;2.05;8.4;5.23
23/01/2017;44;Grand Est;-9.21;-0.7;-4.96
24/01/2017;76;Occitanie;-1.23;7.91;3.34
24/01/2017;44;Grand Est;-6.68;-1.95;-4.31
24/01/2017;75;Nouvelle-Aquitaine;-2.97;7.37;2.2
25/01/2017;27;Bourgogne-Franche-ComtÃ©;-5.25;-2.8;-4.02
25/01/2017;94;Corse;6.05;13.15;9.6
25/01/2017;28;Normandie;-2.08;1.4;-0.34
26/01/2017;76;Occitanie;-4.58;10.56;2.99
26/01/2017;27;Bourgogne-Franche-ComtÃ©;-10.35;2.13;-4.11
26/01/2017;28;Normandie;-4.36;3.56;-0.4
27/01/2017;75;Nouvelle-Aquitaine;2.33;12.63;7.48
27/01/2017;76;Occitanie;3.52;13.1;8.31
27/01/2017;11;ÃŽle-de-France;-1.52;8.94;3.71
27/01/2017;94;Corse;2.9;15.2;9.05
27/01/2017;27;Bourgogne-Franche-ComtÃ©;-4.77;7.03;1.13
27/01/2017;53;Bretagne;0.77;8.57;4.68
28/01/2017;44;Grand Est;-2.31;7.08;2.38
29/01/2017;84;Auvergne-RhÃ´ne-Alpes;1.41;10.55;5.98
29/01/2017;53;Bretagne;2.47;11.12;6.8
30/01/2017;93;Provence-Alpes-CÃ´te d'Azur;2.27;12.15;7.21
30/01/2017;44;Grand Est;0.06;6.96;3.51
31/01/2017;32;Hauts-de-France;4.56;8.2;6.38
31/01/2017;52;Pays de la Loire;10.4;13.8;12.1
31/01/2017;28;Normandie;9.34;12.44;10.89
01/02/2017;11;ÃŽle-de-France;8.32;12.24;10.28
01/02/2017;75;Nouvelle-Aquitaine;6.77;16.42;11.59
02/02/2017;27;Bourgogne-Franche-ComtÃ©;4.78;15.17;9.98
03/02/2017;52;Pays de la Loire;6.0;10.0;8.0
03/02/2017;93;Provence-Alpes-CÃ´te d'Azur;5.67;12.43;9.05
03/02/2017;53;Bretagne;6.55;10.27;8.41
03/02/2017;24;Centre-Val de Loire;5.13;9.88;7.51
03/02/2017;28;Normandie;5.2;9.44;7.32
04/02/2017;11;ÃŽle-de-France;5.0;7.7;6.35
04/02/2017;94;Corse;9.95;17.55;13.75
05/02/2017;76;Occitanie;5.75;9.71;7.73
05/02/2017;24;Centre-Val de Loire;4.05;11.28;7.67
05/02/2017;27;Bourgogne-Franche-ComtÃ©;1.28;8.85;5.07
06/02/2017;27;Bourgogne-Franche-ComtÃ©;4.27;6.48;5.38
06/02/2017;53;Bretagne;1.93;10.58;6.25
07/02/2017;53;Bretagne;4.57;10.65;7.61
07/02/2017;75;Nouvelle-Aquitaine;7.04;12.97;10.01
07/02/2017;27;Bourgogne-Franche-ComtÃ©;3.25;7.27;5.26
08/02/2017;76;Occitanie;4.51;8.77;6.64
08/02/2017;28;Normandie;2.92;8.02;5.47
09/02/2017;93;Provence-Alpes-CÃ´te d'Azur;5.3;9.93;7.62
09/02/2017;52;Pays de la Loire;-0.8;6.9;3.05
10/02/2017;32;Hauts-de-France;-0.8;1.22;0.21
10/02/2017;52;Pays de la Loire;-0.7;5.75;2.52
11/02/2017;32;Hauts-de-France;-1.26;1.14;-0.06
11/02/2017;53;Bretagne;0.3;4.98;2.64
11/02/2017;11;ÃŽle-de-France;-1.24;0.78;-0.23
11/02/2017;27;Bourgogne-Franche-ComtÃ©;0.67;5.15;2.91
12/02/2017;11;ÃŽle-de-France;-0.72;8.34;3.81
12/02/2017;24;Centre-Val de Loire;-1.65;10.55;4.45
12/02/2017;93;Provence-Alpes-CÃ´te d'Azur;5.87;15.13;10.5
13/02/2017;28;Normandie;3.44;11.58;7.51
15/02/2017;28;Normandie;6.2;13.58;9.89
15/02/2017;32;Hauts-de-France;4.38;15.36;9.87
15/02/2017;84;Auvergne-RhÃ´ne-Alpes;4.7;15.98;10.34
15/02/2017;44;Grand Est;-1.06;15.75;7.34
15/02/2017;76;Occitanie;7.29;15.88;11.59
16/02/2017;75;Nouvelle-Aquitaine;5.58;17.28;11.43
17/02/2017;93;Provence-Alpes-CÃ´te d'Azur;5.8;14.88;10.34
17/02/2017;76;Occitanie;2.74;17.18;9.96
18/02/2017;94;Corse;7.75;15.8;11.78
19/02/2017;24;Centre-Val de Loire;-2.8;12.68;4.94
19/02/2017;75;Nouvelle-Aquitaine;2.3;14.49;8.39
20/02/2017;28;Normandie;7.14;12.2;9.67
20/02/2017;24;Centre-Val de Loire;1.75;10.57;6.16
20/02/2017;27;Bourgogne-Franche-ComtÃ©;-0.08;11.15;5.53
20/02/2017;76;Occitanie;3.42;13.57;8.5
21/02/2017;76;Occitanie;4.91;16.07;10.49
21/02/2017;93;Provence-Alpes-CÃ´te d'Azur;3.82;17.3;10.56
22/02/2017;27;Bourgogne-Franche-ComtÃ©;8.42;10.62;9.52
22/02/2017;75;Nouvelle-Aquitaine;6.31;13.63;9.97
22/02/2017;44;Grand Est;8.84;10.61;9.72
23/02/2017;75;Nouvelle-Aquitaine;4.66;12.01;8.33
23/02/2017;76;Occitanie;2.6;17.06;9.83
25/02/2017;76;Occitanie;0.95;14.12;7.54
26/02/2017;32;Hauts-de-France;6.4;11.66;9.03
26/02/2017;44;Grand Est;1.76;12.52;7.14
27/02/2017;27;Bourgogne-Franche-ComtÃ©;3.53;15.3;9.42
27/02/2017;32;Hauts-de-France;6.02;10.32;8.17
27/02/2017;84;Auvergne-RhÃ´ne-Alpes;1.05;15.35;8.2
27/02/2017;44;Grand Est;4.91;14.09;9.5
28/02/2017;93;Provence-Alpes-CÃ´te d'Azur;7.93;12.92;10.42
28/02/2017;24;Centre-Val de Loire;3.7;8.77;6.23
28/02/2017;52;Pays de la Loire;3.9;10.4;7.15
02/03/2017;52;Pays de la Loire;3.4;12.6;8.0
02/03/2017;32;Hauts-de-France;5.48;10.66;8.07
02/03/2017;76;Occitanie;5.67;17.45;11.56
02/03/2017;93;Provence-Alpes-CÃ´te d'Azur;5.23;16.72;10.98
02/03/2017;53;Bretagne;3.52;12.35;7.94
03/03/2017;84;Auvergne-RhÃ´ne-Alpes;2.26;14.42;8.34
03/03/2017;93;Provence-Alpes-CÃ´te d'Azur;5.1;16.73;10.92
03/03/2017;52;Pays de la Loire;7.8;17.15;12.48
03/03/2017;24;Centre-Val de Loire;5.23;16.9;11.07
03/03/2017;32;Hauts-de-France;3.46;12.36;7.91
04/03/2017;75;Nouvelle-Aquitaine;6.3;10.34;8.32
04/03/2017;27;Bourgogne-Franche-ComtÃ©;5.12;10.93;8.02
04/03/2017;44;Grand Est;4.25;13.1;8.68
05/03/2017;32;Hauts-de-France;4.1;8.6;6.35
05/03/2017;28;Normandie;3.88;9.94;6.91
05/03/2017;24;Centre-Val de Loire;3.88;11.93;7.91
06/03/2017;53;Bretagne;6.52;11.05;8.79
06/03/2017;94;Corse;8.1;18.4;13.25
06/03/2017;28;Normandie;3.74;7.98;5.86
07/03/2017;27;Bourgogne-Franche-ComtÃ©;4.02;9.13;6.58
07/03/2017;53;Bretagne;5.85;11.6;8.72
07/03/2017;76;Occitanie;6.95;11.81;9.38
08/03/2017;75;Nouvelle-Aquitaine;9.02;14.77;11.89
09/03/2017;28;Normandie;10.9;13.28;12.09
10/03/2017;27;Bourgogne-Franche-ComtÃ©;6.77;15.93;11.35
10/03/2017;11;ÃŽle-de-France;6.44;11.0;8.72
12/03/2017;24;Centre-Val de Loire;5.83;16.83;11.33
12/03/2017;53;Bretagne;8.93;11.2;10.06
14/03/2017;94;Corse;6.1;17.5;11.8
14/03/2017;28;Normandie;2.14;11.56;6.85
14/03/2017;24;Centre-Val de Loire;2.15;15.85;9.0
14/03/2017;76;Occitanie;6.73;18.03;12.38
14/03/2017;75;Nouvelle-Aquitaine;5.69;16.32;11.01
14/03/2017;53;Bretagne;3.1;12.8;7.95
15/03/2017;52;Pays de la Loire;8.3;13.85;11.08
15/03/2017;11;ÃŽle-de-France;8.68;15.14;11.91
16/03/2017;53;Bretagne;3.47;16.45;9.96
16/03/2017;76;Occitanie;4.05;21.2;12.63
16/03/2017;27;Bourgogne-Franche-ComtÃ©;2.58;20.25;11.42
17/03/2017;53;Bretagne;7.1;12.5;9.8
17/03/2017;44;Grand Est;3.96;15.7;9.83
18/03/2017;53;Bretagne;6.85;14.38;10.61
18/03/2017;52;Pays de la Loire;5.25;14.15;9.7
18/03/2017;11;ÃŽle-de-France;6.4;14.06;10.23
19/03/2017;52;Pays de la Loire;9.8;13.65;11.72
19/03/2017;44;Grand Est;9.85;13.25;11.55
20/03/2017;11;ÃŽle-de-France;9.52;12.26;10.89
20/03/2017;24;Centre-Val de Loire;8.53;12.23;10.38
20/03/2017;44;Grand Est;9.05;13.46;11.26
21/03/2017;24;Centre-Val de Loire;6.98;10.02;8.5
21/03/2017;94;Corse;12.35;17.35;14.85
21/03/2017;27;Bourgogne-Franche-ComtÃ©;6.52;11.6;9.06
22/03/2017;28;Normandie;2.22;9.3;5.76
22/03/2017;52;Pays de la Loire;3.15;9.3;6.22
22/03/2017;75;Nouvelle-Aquitaine;3.18;12.27;7.72
22/03/2017;84;Auvergne-RhÃ´ne-Alpes;3.35;13.7;8.53
23/03/2017;52;Pays de la Loire;3.3;10.05;6.68
23/03/2017;53;Bretagne;2.38;10.05;6.21
24/03/2017;28;Normandie;3.96;12.5;8.23
24/03/2017;94;Corse;13.15;21.3;17.23
25/03/2017;32;Hauts-de-France;5.02;15.16;10.09
25/03/2017;76;Occitanie;5.4;14.88;10.14
25/03/2017;28;Normandie;6.54;14.34;10.44
25/03/2017;84;Auvergne-RhÃ´ne-Alpes;7.11;12.87;9.99
26/03/2017;94;Corse;5.6;17.25;11.42
26/03/2017;44;Grand Est;1.96;16.94;9.45
26/03/2017;75;Nouvelle-Aquitaine;5.44;19.3;12.37
26/03/2017;52;Pays de la Loire;5.6;17.4;11.5
26/03/2017;93;Provence-Alpes-CÃ´te d'Azur;4.38;16.65;10.52
27/03/2017;75;Nouvelle-Aquitaine;6.92;19.2;13.06
27/03/2017;27;Bourgogne-Franche-ComtÃ©;2.48;20.12;11.3
27/03/2017;94;Corse;6.8;16.55;11.68
27/03/2017;76;Occitanie;6.72;17.75;12.24
28/03/2017;44;Grand Est;3.58;20.12;11.85
28/03/2017;52;Pays de la Loire;5.3;18.1;11.7
28/03/2017;28;Normandie;5.2;17.14;11.17
29/03/2017;44;Grand Est;3.95;19.16;11.56
30/03/2017;24;Centre-Val de Loire;5.58;23.85;14.72
30/03/2017;93;Provence-Alpes-CÃ´te d'Azur;7.5;21.65;14.57
30/03/2017;76;Occitanie;6.54;23.07;14.8
30/03/2017;84;Auvergne-RhÃ´ne-Alpes;4.1;23.52;13.81
31/03/2017;76;Occitanie;10.16;19.59;14.88
31/03/2017;52;Pays de la Loire;12.25;18.1;15.18
31/03/2017;75;Nouvelle-Aquitaine;11.66;17.59;14.62
31/03/2017;53;Bretagne;10.6;15.68;13.14
31/03/2017;44;Grand Est;7.58;21.25;14.41
01/04/2017;44;Grand Est;8.42;15.24;11.83
01/04/2017;53;Bretagne;8.2;14.15;11.18
01/04/2017;24;Centre-Val de Loire;7.67;15.82;11.74
02/04/2017;75;Nouvelle-Aquitaine;7.7;15.16;11.43
03/04/2017;27;Bourgogne-Franche-ComtÃ©;4.92;19.87;12.39
03/04/2017;24;Centre-Val de Loire;3.8;19.82;11.81
03/04/2017;32;Hauts-de-France;3.22;17.14;10.18
03/04/2017;76;Occitanie;6.63;19.37;13.0
04/04/2017;84;Auvergne-RhÃ´ne-Alpes;6.4;17.77;12.09
04/04/2017;44;Grand Est;4.29;17.69;10.99
04/04/2017;52;Pays de la Loire;4.55;15.6;10.07
05/04/2017;93;Provence-Alpes-CÃ´te d'Azur;9.82;18.48;14.15
05/04/2017;32;Hauts-de-France;7.46;14.3;10.88
05/04/2017;75;Nouvelle-Aquitaine;7.47;17.02;12.24
06/04/2017;53;Bretagne;2.82;15.98;9.4
06/04/2017;28;Normandie;3.86;14.46;9.16
07/04/2017;94;Corse;7.15;18.9;13.02
07/04/2017;53;Bretagne;3.9;17.7;10.8
07/04/2017;32;Hauts-de-France;2.38;15.8;9.09
08/04/2017;93;Provence-Alpes-CÃ´te d'Azur;7.97;21.23;14.6
08/04/2017;11;ÃŽle-de-France;6.06;20.76;13.41
09/04/2017;84;Auvergne-RhÃ´ne-Alpes;5.7;24.72;15.21
09/04/2017;27;Bourgogne-Franche-ComtÃ©;4.78;24.73;14.76
09/04/2017;93;Provence-Alpes-CÃ´te d'Azur;8.28;21.57;14.92
10/04/2017;76;Occitanie;7.33;24.63;15.98
10/04/2017;11;ÃŽle-de-France;9.82;16.5;13.16
11/04/2017;94;Corse;6.95;19.5;13.23
11/04/2017;52;Pays de la Loire;5.05;17.35;11.2
11/04/2017;32;Hauts-de-France;3.8;14.8;9.3
12/04/2017;94;Corse;10.8;20.8;15.8
12/04/2017;27;Bourgogne-Franche-ComtÃ©;1.72;19.68;10.7
12/04/2017;11;ÃŽle-de-France;4.48;18.7;11.59
13/04/2017;75;Nouvelle-Aquitaine;6.01;21.6;13.81
14/04/2017;28;Normandie;4.52;14.58;9.55
15/04/2017;84;Auvergne-RhÃ´ne-Alpes;7.45;15.61;11.53
16/04/2017;11;ÃŽle-de-France;5.52;14.44;9.98
16/04/2017;27;Bourgogne-Franche-ComtÃ©;8.98;14.2;11.59
16/04/2017;52;Pays de la Loire;8.45;16.6;12.52
16/04/2017;53;Bretagne;6.07;14.9;10.49
17/04/2017;93;Provence-Alpes-CÃ´te d'Azur;8.9;21.47;15.18
17/04/2017;11;ÃŽle-de-France;7.18;14.18;10.68
17/04/2017;75;Nouvelle-Aquitaine;4.02;19.14;11.58
18/04/2017;32;Hauts-de-France;1.26;11.52;6.39
20/04/2017;93;Provence-Alpes-CÃ´te d'Azur;4.4;16.18;10.29
20/04/2017;32;Hauts-de-France;-1.36;12.52;5.58
20/04/2017;11;ÃŽle-de-France;-0.08;12.94;6.43
20/04/2017;84;Auvergne-RhÃ´ne-Alpes;-1.96;12.86;5.45
20/04/2017;44;Grand Est;-3.51;11.45;3.97
21/04/2017;28;Normandie;-0.14;16.52;8.19
21/04/2017;44;Grand Est;-2.62;16.74;7.06
21/04/2017;11;ÃŽle-de-France;1.58;17.96;9.77
22/04/2017;27;Bourgogne-Franche-ComtÃ©;0.33;17.27;8.8
23/04/2017;75;Nouvelle-Aquitaine;6.82;21.27;14.04
24/04/2017;76;Occitanie;7.44;22.43;14.93
24/04/2017;32;Hauts-de-France;1.58;15.2;8.39
24/04/2017;93;Provence-Alpes-CÃ´te d'Azur;8.58;19.97;14.27
25/04/2017;75;Nouvelle-Aquitaine;8.3;13.76;11.03
25/04/2017;11;ÃŽle-de-France;5.36;10.44;7.9
25/04/2017;84;Auvergne-RhÃ´ne-Alpes;8.31;13.84;11.07
25/04/2017;93;Provence-Alpes-CÃ´te d'Azur;8.5;19.73;14.12
26/04/2017;84;Auvergne-RhÃ´ne-Alpes;3.79;7.62;5.7
26/04/2017;11;ÃŽle-de-France;1.32;10.72;6.02
27/04/2017;11;ÃŽle-de-France;1.28;11.38;6.33
28/04/2017;93;Provence-Alpes-CÃ´te d'Azur;5.55;14.97;10.26
28/04/2017;27;Bourgogne-Franche-ComtÃ©;1.0;12.38;6.69
29/04/2017;24;Centre-Val de Loire;-0.23;17.8;8.78
29/04/2017;28;Normandie;1.68;16.4;9.04
29/04/2017;44;Grand Est;1.1;16.06;8.58
29/04/2017;53;Bretagne;2.75;16.77;9.76
01/05/2017;94;Corse;8.4;19.55;13.97
